date,short_code,isin_code,bond_name,market_type,close_price,close_change,close_yield,open_price,open_yield,high_price,high_yield,low_price,low_yield,volume,trading_value
2026-08-07,B214341F3,KR6214341F37,한국투자캐피탈125-1,일반채권,10045.0,0.0,4.54,10045.0,4.54,10045.0,4.54,10045.0,4.54,5770000,5795965
2026-08-07,B214341F6,KR6214341F60,한국투자캐피탈127-1,일반채권,10049.6,81.6,3.883,10049.6,3.883,10049.6,3.883,10049.6,3.883,10000,10049
2026-08-07,B214342EA,KR6214342EA0,한국투자캐피탈114-2,일반채권,10055.0,9.0,3.9,10055.0,3.9,10055.0,3.9,10054.9,3.907,11410000,11472750
2026-08-07,B214342G3,KR6214342G35,한국투자캐피탈134-2,일반채권,9965.0,0.0,5.148,9790.0,6.307,9965.0,5.148,9790.0,6.307,9790000,9701667
2026-08-07,B214343F4,KR6214343F43,한국투자캐피탈126-3,일반채권,10000.0,-10.0,4.787,10010.0,4.63,10010.0,4.63,10000.0,4.787,910000,910010
2026-08-07,B214343G3,KR6214343G34,한국투자캐피탈134-3,일반채권,9980.0,20.0,5.049,9960.0,5.18,9980.0,5.049,9960.0,5.18,16510000,16458760
2026-08-07,B214344F6,KR6214344F67,한국투자캐피탈128-2,일반채권,10038.0,3.0,4.017,10038.0,4.017,10038.0,4.017,10038.0,4.017,10000,10038
2026-08-07,B214346EB,KR6214346EB9,한국투자캐피탈117-5,일반채권,10137.7,0.0,3.662,10137.7,3.662,10137.7,3.662,10137.7,3.662,10000,10137
2026-08-07,B214348E4,KR6214348E49,한국투자캐피탈111-3,일반채권,10131.0,0.0,4.429,9990.0,6.552,10131.0,4.429,9990.0,6.552,9190000,9201960
2026-08-07,B21434AEB,KR621434AEB8,한국투자캐피탈119-3,일반채권,10099.0,0.0,3.849,10099.0,3.849,10099.0,3.849,10099.0,3.849,10000,10099
2026-08-07,B251272E3,KR6251272E33,넷마블2-2,일반채권,10110.0,-28.3,4.522,10110.0,4.522,10110.0,4.522,10110.0,4.522,12810000,12950910
2026-08-07,B290291F8,KR6290291F86,신한자산신탁1,일반채권,10050.0,0.0,5.036,10050.0,5.036,10050.0,5.036,10050.0,5.036,10000,10050
2026-08-07,B294871F6,KR6294871F60,IPARK현대산업개발5-1,일반채권,9950.0,0.0,4.694,9950.0,4.694,9950.0,4.694,9950.0,4.694,4970000,4945150
2026-08-07,B310101F4,KR6310101F41,키움캐피탈214,일반채권,10036.7,1.7,3.731,10036.7,3.731,10036.7,3.731,10036.7,3.731,10000,10036
2026-08-07,B310102F3,KR6310102F32,키움캐피탈211-2,일반채권,10050.0,0.0,7.627,10050.0,7.627,10050.0,7.627,10050.0,7.627,10000,10050
2026-08-07,B310102FC,KR6310102FC4,키움캐피탈229-2,일반채권,10050.0,40.0,4.238,10050.0,4.238,10050.0,4.238,10050.0,4.238,1000000,1005000
2026-08-07,B310106F6,KR6310106F61,키움캐피탈222-2,일반채권,10010.0,10.0,4.708,10000.0,4.868,10010.0,4.708,10000.0,4.868,10800000,10805500
2026-08-07,B310107F6,KR6310107F60,키움캐피탈222-3,일반채권,9999.0,0.0,4.823,9999.9,4.812,9999.9,4.812,9999.0,4.823,7610000,7609383
2026-08-07,B310108F3,KR6310108F36,키움캐피탈213-2,일반채권,10046.0,0.0,4.772,10046.0,4.772,10046.0,4.772,10046.0,4.772,1348190000,1354391674
2026-08-07,B31614199,KR6316141995,우리금융조건부(상)3-1(후),일반채권,9830.0,-70.0,4.084,9830.0,4.084,9830.0,4.084,9830.0,4.084,1510000,1484330
2026-08-07,B316141C2,KR6316141C27,우리금융조건부(상)11(신종),일반채권,10010.0,50.0,4.133,10010.0,4.133,10010.0,4.133,10010.0,4.133,13360000,13373360
2026-08-07,B316141D2,KR6316141D26,우리금융조건부(상)14(신종),일반채권,10000.0,0.0,4.666,10000.0,4.666,10000.0,4.666,9980.0,4.675,15890000,15883500
2026-08-07,B316141E2,KR6316141E25,우리금융조건부(상)16(신종),일반채권,9950.0,0.0,4.512,9950.0,4.512,9950.0,4.512,9950.0,4.512,520000,517400
2026-08-07,B329183E1,KR6329183E19,에이치디현대중공업8-3,일반채권,10049.5,0.0,3.781,10049.5,3.781,10049.5,3.781,10049.5,3.781,100000,100495
2026-08-07,B331593E2,KR6331593E27,에이치디현대케미칼6-3,일반채권,9998.5,0.0,4.942,9990.0,4.978,9999.5,4.938,9700.0,6.241,2310000,2301754
2026-08-07,B336262F3,KR6336262F33,두산퓨얼셀10-2,일반채권,10064.0,-11.1,5.197,10070.0,5.158,10070.0,5.158,10021.0,5.483,48780000,48961172
2026-08-07,B336262F8,KR6336262F82,두산퓨얼셀11-2,일반채권,10050.5,-29.0,5.248,10010.5,5.456,10050.5,5.248,10010.5,5.456,6630000,6646610
2026-08-07,B348371EB,KR6348371EB6,엔켐14CB,일반채권,5870.0,-118.0,0.0,6000.0,0.0,6000.0,0.0,5805.5,0.0,962990000,565719405
2026-08-07,B361612E2,KR6361612E21,SK아이이테크놀로지1-2,일반채권,10060.0,0.0,5.326,10060.0,5.326,10060.0,5.326,10060.0,5.326,13760000,13842560
2026-08-07,B361612FA,KR6361612FA4,SK아이이테크놀로지6-2(녹),일반채권,10000.0,0.0,4.658,10000.0,4.658,10000.0,4.658,10000.0,4.658,3700000,3700000
2026-08-07,B404712DA,KR6404712DA6,에스케이온4-2(녹),일반채권,10030.0,0.0,5.001,10030.0,5.001,10030.0,5.001,10030.0,5.001,5000000,5015000
2026-08-07,B404712E3,KR6404712E36,에스케이온5-2(녹),일반채권,10060.0,0.0,5.05,10055.0,5.139,10060.0,5.05,10055.0,5.139,3150000,3167645
2026-08-07,B427082F2,KR6427082F20,세아베스틸2-2,일반채권,9813.5,0.0,4.593,9813.5,4.593,9813.5,4.593,9813.5,4.593,330000,323845
2026-08-07,B473521DC,KR6473521DC3,뉴스타반포3제일차유1,일반채권,10055.0,0.0,4.185,10055.0,4.185,10055.0,4.185,10055.0,4.185,140000,140770
2026-08-07,L0355P269,KRC0355P2694,국고채원금03290-2609(21-7),KTS,9975.9,2.0,2.844,9976.2,2.808,9976.2,2.808,9975.9,2.844,21000000000,20949750000
2026-08-07,L035AP26C,KRC035AP26C3,국고채원금03580-2612(16-8),KTS,9899.2,2.4,3.046,9899.3,3.043,9899.8,3.028,9899.0,3.052,24000000000,23758290000
2026-08-07,L035FP273,KRC035FP2732,국고채원금03260-2703(07-3),KTS,9807.8,0.8,3.373,9808.0,3.37,9808.2,3.366,9807.8,3.373,20000000000,19616265000
