date,short_code,isin_code,bond_name,market_type,close_price,close_change,close_yield,open_price,open_yield,high_price,high_yield,low_price,low_yield,volume,trading_value
2026-08-07,C03501GC9,KR103501GC90,국고03125-2709(22-8),일반채권,10081.6,-10.8,3.551,10084.4,3.525,10093.4,3.44,10081.6,3.551,1103850000,1113121393
2026-08-07,C03501GE9,KR103501GE98,국고03000-2909(24-7),일반채권,9898.0,-2.0,3.773,9898.0,3.773,9898.0,3.773,9898.0,3.773,1000000,989800
2026-08-07,C03501GF6,KR103501GF63,국고02250-2806(25-4),일반채권,9808.7,0.0,3.53,9808.7,3.53,9808.7,3.53,9808.7,3.53,10000,9808
2026-08-07,C03501GF9,KR103501GF97,국고02250-2709(25-6),일반채권,9962.1,0.0,3.465,9960.0,3.485,9962.1,3.465,9960.0,3.485,1200000,1195242
2026-08-07,C03501GG3,KR103501GG39,국고03500-5603(26-2),KTS,8487.0,-4.0,4.521,8485.0,4.523,8494.0,4.517,8481.0,4.526,681000000000,578019500000
2026-08-07,C03501GG6,KR103501GG62,국고03500-2906(26-5),KTS,9992.5,2.5,3.744,9990.0,3.753,9997.0,3.727,9986.0,3.768,1169000000000,1167837450000
2026-08-07,C0350270C,KR10350270C0,국고04750-3012(10-7),일반채권,11025.0,-63.0,2.43,11025.0,2.43,11025.0,2.43,11025.0,2.43,2510000,2767275
2026-08-07,C035027WC,KR1035027WC3,국고05500-2912(09-5),일반채권,10587.0,0.0,3.887,10530.0,4.065,10587.0,3.887,10530.0,4.065,1500000,1582850
2026-08-07,C03502G69,KR103502G693,국고01500-3609(16-6),일반채권,7820.0,-10.0,4.254,7820.0,4.254,7820.0,4.254,7820.0,4.254,20000,15640
2026-08-07,C03502G6C,KR103502G6C4,국고01500-2612(16-8),일반채권,9966.0,1.0,3.202,9965.0,3.232,9966.0,3.202,9965.0,3.232,115650000,115255225
2026-08-07,C03502G76,KR103502G768,국고02125-2706(17-3),일반채권,9929.7,-1.3,3.382,9930.3,3.375,9930.3,3.375,9929.7,3.382,5420000,5381922
2026-08-07,C03502G99,KR103502G990,국고01125-3909(19-6),일반채권,6879.0,-21.0,4.316,6850.0,4.352,6900.0,4.29,6850.0,4.352,3929570000,2702059594
2026-08-07,C03502G9C,KR103502G9C8,국고01375-2912(19-8),일반채권,9267.0,14.0,3.8,9244.5,3.875,9267.0,3.8,9244.0,3.877,348870000,322944324
2026-08-07,C03502GA3,KR103502GA34,국고01500-5003(20-2),일반채권,5692.0,-10.0,4.534,5702.0,4.524,5702.0,4.524,5685.0,4.541,2031380000,1156110383
2026-08-07,C03502GA6,KR103502GA67,국고01375-3006(20-4),일반채권,9123.0,-12.0,3.916,9122.0,3.919,9123.0,3.916,9122.0,3.919,304780000,278046833
2026-08-07,C03502GA9,KR103502GA91,국고01500-4009(20-7),일반채권,7070.0,-2.0,4.363,7072.0,4.361,7085.0,4.346,7070.0,4.363,598910000,423733107
2026-08-07,C03502GAC,KR103502GAC2,국고01500-3012(20-9),일반채권,9066.5,-15.5,3.917,9071.0,3.905,9071.0,3.905,9066.0,3.919,46870000,42504337
2026-08-07,C03502GB3,KR103502GB33,국고01875-5103(21-2),일반채권,6120.0,-35.0,4.569,6120.0,4.569,6120.0,4.569,6120.0,4.569,137060000,83880720
2026-08-07,C03502GB6,KR103502GB66,국고02000-3106(21-5),일반채권,9175.5,0.0,3.959,9168.5,3.976,9175.5,3.959,9168.5,3.976,6530000,5990831
2026-08-07,C03502GBC,KR103502GBC0,국고02375-3112(21-11),일반채권,9210.0,0.0,4.115,9210.5,4.114,9210.5,4.114,9210.0,4.115,730000,672361
2026-08-07,C03502GC9,KR103502GC99,국고03125-5209(22-9),일반채권,8009.0,-3.0,4.514,8009.0,4.514,8009.0,4.514,8009.0,4.514,62430000,50000187
2026-08-07,C03502GCC,KR103502GCC8,국고04250-3212(22-14),일반채권,10117.0,-73.5,4.158,10164.0,4.073,10164.0,4.073,10117.0,4.158,50030000,50850351
2026-08-07,C03502GD3,KR103502GD31,국고03250-5303(23-2),일반채권,8145.0,-12.0,4.545,8003.0,4.653,8179.0,4.519,8003.0,4.653,198570000,161327732
2026-08-07,C03502GD6,KR103502GD64,국고03250-3306(23-5),일반채권,9495.0,-81.0,4.192,9495.0,4.192,9495.0,4.192,9495.0,4.192,100000,94950
2026-08-07,C03502GD9,KR103502GD98,국고03625-5309(23-7),일반채권,8710.0,-20.0,4.553,8680.0,4.575,8765.0,4.514,8680.0,4.575,143540000,124943091
2026-08-07,C03502GDC,KR103502GDC6,국고04125-3312(23-11),일반채권,10056.5,-31.0,4.137,10065.5,4.123,10065.5,4.123,10056.5,4.137,348540000,350813937
2026-08-07,C03502GE3,KR103502GE30,국고03250-5403(24-2),일반채권,8096.0,-23.0,4.553,8080.0,4.565,8110.0,4.542,8080.0,4.565,141290000,114287936
2026-08-07,C03502GE6,KR103502GE63,국고03500-3406(24-5),일반채권,9628.0,0.0,4.142,9626.0,4.145,9628.0,4.142,9626.0,4.145,1020000,982052
2026-08-07,C03502GE9,KR103502GE97,국고02750-5409(24-8),일반채권,7288.0,-16.0,4.538,7288.0,4.538,7288.0,4.538,7288.0,4.538,20000,14576
2026-08-07,C03502GF3,KR103502GF39,국고02625-5503(25-2),일반채권,7058.0,-18.0,4.539,7035.0,4.557,7066.0,4.532,7035.0,4.557,666880000,470791130
2026-08-07,C03502GF6,KR103502GF62,국고02625-3506(25-5),일반채권,8874.5,0.0,4.219,8887.5,4.2,8888.0,4.199,8874.5,4.219,100490000,89182754
2026-08-07,C03502GG3,KR103502GG38,국고03000-2803(26-1),KTS,10037.0,6.0,3.571,10035.0,3.584,10039.0,3.558,10033.0,3.598,234000000000,234834700000
2026-08-07,C03502GG6,KR103502GG61,물가01125-3606(26-4),KTS,9539.0,-49.0,1.655,9568.0,1.622,9569.0,1.621,9519.0,1.678,90000000000,85888100000
2026-08-07,C03503G86,KR103503G865,물가01750-2806(18-5),일반채권,10400.0,0.0,-0.265,10400.0,-0.265,10400.0,-0.265,10400.0,-0.265,50000,52000
2026-08-07,C03503GB9,KR103503GB99,국고01875-4109(21-9),일반채권,7280.0,0.0,4.436,7274.0,4.442,7280.0,4.436,7266.0,4.451,72610000,52824228
2026-08-07,C03503GE9,KR103503GE96,국고02875-2609(24-9),일반채권,10115.6,0.8,3.012,10115.6,3.012,10115.6,3.012,10115.6,3.012,108980000,110239807
2026-08-07,C03503GF9,KR103503GF95,국고02500-3009(25-8),일반채권,9560.0,0.0,3.945,9560.0,3.945,9560.0,3.945,9560.0,3.945,10000,9560
2026-08-07,C03503GG3,KR103503GG37,국고03375-3103(26-3),KTS,9895.5,1.0,3.963,9895.5,3.963,9901.5,3.948,9885.5,3.987,1122000000000,1110043100000
2026-08-07,C03503GG6,KR103503GG60,국고04250-3606(26-6),KTS,10106.0,-5.0,4.204,10101.0,4.21,10116.0,4.192,10089.0,4.225,462000000000,466647900000
2026-08-07,C03504GC9,KR103504GC97,국고03250-4209(22-11),일반채권,8730.0,-32.0,4.482,8730.0,4.482,8730.0,4.482,8730.0,4.482,2560000,2234880
2026-08-07,C03504GD9,KR103504GD96,국고03875-4309(23-9),일반채권,9472.0,47.0,4.451,9400.0,4.515,9472.0,4.451,9400.0,4.515,7010000,6599158
2026-08-07,C03504GF9,KR103504GF94,국고02750-4509(25-9),KTS,7894.0,-11.0,4.494,7891.0,4.497,7906.0,4.483,7880.0,4.507,124000000000,97860800000
2026-08-07,C03505GC9,KR103505GC96,국고03500-7209(22-12),KTS,8375.0,0.0,4.399,8375.0,4.399,8375.0,4.399,8375.0,4.399,14000000000,11725000000
2026-08-07,D00102499,KR2001024992,서울도시철도19-09,일반채권,10847.9,0.0,2.623,10847.9,2.623,10847.9,2.623,10847.9,2.623,10000,10847
2026-08-07,D0010249C,KR20010249C5,서울도시철도19-12,일반채권,10560.0,0.0,3.551,10550.0,3.791,10560.0,3.551,10550.0,3.791,19060000,20117830
2026-08-07,D001024E6,KR2001024E60,서울도시철도24-06,일반채권,9690.0,0.0,4.129,9690.0,4.129,9690.0,4.129,9690.0,4.129,3660000,3546540
2026-08-07,D001024F2,KR2001024F28,서울도시철도25-02,일반채권,9310.0,0.0,4.371,9350.0,4.291,9350.0,4.291,9310.0,4.371,28990000,27037530
2026-08-07,D001024FB,KR2001024FB5,서울도시철도25-11,일반채권,7962.5,0.0,5.9,7962.5,5.9,7962.5,5.9,7962.5,5.9,58700000,46739873
2026-08-07,D001024G7,KR2001024G76,서울도시철도26-07,소액채권,8505.0,-19.0,4.338,8519.0,4.313,8519.0,4.313,8503.0,4.341,2961892000,2522306999
2026-08-07,D001024G8,KR2001024G84,서울도시철도26-08,소액채권,8471.0,-19.0,4.343,8491.0,4.308,8491.0,4.308,8471.0,4.343,1983400000,1683100323
2026-08-07,D001034A2,KR2001034A21,서울도시철도20-02,일반채권,10522.8,0.0,3.167,10522.8,3.167,10522.8,3.167,10522.8,3.167,10000000,10522800
2026-08-07,D002012CA,KR2002012CA8,강원지역개발22-10,일반채권,10103.0,0.0,3.453,10103.0,3.453,10103.0,3.453,10103.0,3.453,300000000,303090000
2026-08-07,D002022G7,KR2002022G76,강원지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8951.0,4.3,1027090000,920461868
2026-08-07,D002022G8,KR2002022G84,강원지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.5,4.28,858114000,767137516
2026-08-07,D003022G7,KR2003022G74,대전지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8953.0,4.296,298721000,267798520
2026-08-07,D003022G8,KR2003022G82,대전지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.5,4.28,404919000,362009002
2026-08-07,D004022G7,KR2004022G72,인천지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8950.5,4.302,1257430000,1126901315
2026-08-07,D004022G8,KR2004022G80,인천지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8937.0,4.258,967772000,865236466
2026-08-07,D006014C7,KR2006014C71,부산도시철도22-07,일반채권,10190.0,0.0,3.461,10190.0,3.461,10190.0,3.461,10190.0,3.461,60000000,61140000
2026-08-07,D006014G7,KR2006014G77,부산도시철도26-07,소액채권,8993.0,1.0,4.202,8993.0,4.202,8993.0,4.202,8993.0,4.202,1188315000,1068651514
2026-08-07,D006014G8,KR2006014G85,부산도시철도26-08,소액채권,8937.0,-15.0,4.258,8953.0,4.221,8953.0,4.221,8937.0,4.258,281836000,252288852
2026-08-07,D006022G7,KR2006022G77,부산지역개발26-07,소액채권,8977.0,-15.0,4.24,8951.0,4.3,8977.0,4.24,8951.0,4.3,329033000,294842190
2026-08-07,D006022G8,KR2006022G85,부산지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.0,4.281,399726000,357304510
2026-08-07,D007022G7,KR2007022G75,대구지역개발26-07,소액채권,8977.0,-15.0,4.24,8951.0,4.3,8977.0,4.24,8951.0,4.3,274931000,246340488
2026-08-07,D007022G8,KR2007022G83,대구지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8928.0,4.279,405555000,362417005
2026-08-07,D007024G7,KR2007024G73,대구도시철도26-07,소액채권,8976.0,-16.0,4.242,8993.0,4.202,8993.0,4.202,8973.0,4.249,815701000,733344023
2026-08-07,D007024G8,KR2007024G81,대구도시철도26-08,소액채권,8937.0,-15.0,4.258,8953.0,4.221,8953.0,4.221,8937.0,4.258,122871000,109992075
2026-08-07,D008012G7,KR2008012G75,울산지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8950.5,4.302,497299000,445696623
2026-08-07,D008012G8,KR2008012G83,울산지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.5,4.28,599141000,535588173
2026-08-07,D022012D1,KR2022012D12,충남지역개발23-01,일반채권,10621.1,0.0,4.332,10621.1,4.332,10621.1,4.332,10621.1,4.332,610000,647887
2026-08-07,D022022G7,KR2022022G74,충남지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8951.0,4.3,476866000,427355905
2026-08-07,D022022G8,KR2022022G82,충남지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.5,4.28,1419788000,1269360390
2026-08-07,D033022G7,KR2033022G71,충북지역개발26-07,소액채권,8977.0,-15.0,4.24,8951.0,4.3,8977.0,4.24,8950.5,4.302,602572000,539885046
2026-08-07,D033022G8,KR2033022G89,충북지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.5,4.28,1357028000,1213074477
2026-08-07,D044022C8,KR2044022C80,경기지역개발22-08,일반채권,10076.0,0.0,4.272,10076.0,4.272,10076.0,4.272,10076.0,4.272,20060000,20212456
2026-08-07,D044022G7,KR2044022G78,경기지역개발26-07,소액채권,8977.0,-15.0,4.24,8954.0,4.293,8977.0,4.24,8954.0,4.293,478321000,428502055
2026-08-07,D044022G8,KR2044022G86,경기지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8930.0,4.274,3170027000,2833858365
2026-08-07,D055012C9,KR2055012C96,전북지역개발22-09,일반채권,9873.0,0.0,5.806,9873.0,5.806,9873.0,5.806,9873.0,5.806,40000,39492
2026-08-07,D055022C3,KR2055022C37,전북지역개발22-03,일반채권,10265.8,0.0,4.07,10265.8,4.07,10265.8,4.07,10265.8,4.07,50530000,51873087
2026-08-07,D055022C4,KR2055022C45,전북지역개발22-04,일반채권,10227.6,0.0,4.137,10227.6,4.137,10227.6,4.137,10227.6,4.137,10960000,11209449
2026-08-07,D055022G7,KR2055022G74,전북지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8950.5,4.302,651568000,583848179
2026-08-07,D055022G8,KR2055022G82,전북지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8928.5,4.278,730704000,653281360
2026-08-07,D066022C5,KR2066022C59,전남지역개발22-05,일반채권,10257.2,0.0,3.34,10257.2,3.34,10257.2,3.34,10257.2,3.34,500000,512860
2026-08-07,D077022G7,KR2077022G78,경북지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8922.5,4.367,735345000,658651596
2026-08-07,D077022G8,KR2077022G86,경북지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.5,4.28,1611428000,1440379622
2026-08-07,D088022G7,KR2088022G75,경남지역개발26-07,소액채권,8977.0,-15.0,4.24,8951.0,4.3,8977.0,4.24,8951.0,4.3,223263000,199961799
2026-08-07,D088022G8,KR2088022G83,경남지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8937.0,4.258,289029000,258424680
2026-08-07,D099032G7,KR2099032G70,제주지역개발26-07,소액채권,8977.0,-15.0,4.24,8954.0,4.293,8977.0,4.24,8954.0,4.293,183085000,164029593
2026-08-07,D099032G8,KR2099032G88,제주지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8937.0,4.258,138811000,124118106
2026-08-07,D100012G7,KR2100012G70,창원지역개발26-07,소액채권,8970.0,-22.0,4.256,8970.0,4.256,8970.0,4.256,8970.0,4.256,52820000,47379540
2026-08-07,D100012G8,KR2100012G88,창원지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8937.0,4.258,11728000,10484572
2026-08-07,D101012G7,KR2101012G78,세종지역개발26-07,소액채권,8977.0,-15.0,4.24,8951.0,4.3,8977.0,4.24,8951.0,4.3,160057000,143292845
2026-08-07,D101012G8,KR2101012G86,세종지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8937.0,4.258,135180000,120867443
2026-08-07,D106012G7,KR2106012G77,전남광주지역개발26-07,소액채권,8977.0,-15.0,4.24,8953.0,4.296,8977.0,4.24,8950.5,4.302,691240000,619370182
2026-08-07,D106012G8,KR2106012G85,전남광주지역개발26-08,소액채권,8937.0,-15.0,4.258,8942.0,4.247,8942.0,4.247,8927.0,4.281,1601429000,1431598877
2026-08-07,E10502GC8,KR310502GC82,기업은행 조건부(상)2208이(신)영B-12(사),일반채권,10053.0,-1.0,4.615,10053.0,4.615,10053.0,4.615,10053.0,4.615,11640000,11701692
2026-08-07,E10506AFB,KR310506AFB6,기업은행(단)2511할304A-17,일반채권,9961.6,0.0,3.431,9959.0,3.665,9961.6,3.431,9959.0,3.665,44250000,44074851
2026-08-07,E50101GB9,KR350101GB92,한국전력1067,일반채권,10073.0,0.0,3.233,10073.0,3.233,10073.0,3.233,10073.0,3.233,1100000,1108030
2026-08-07,E50103G9B,KR350103G9B0,한국전력1004,일반채권,10018.9,0.0,2.752,10018.9,2.752,10018.9,2.752,10018.9,2.752,20000,20036
2026-08-07,E50103GA1,KR350103GA18,한국전력1016,일반채권,9958.0,0.0,3.115,9958.0,3.115,9958.0,3.115,9958.0,3.115,20000,19916
2026-08-07,E50103GBB,KR350103GBB9,한국전력1085(지),일반채권,10035.6,0.0,3.741,10040.5,3.537,10042.0,3.475,10035.0,3.766,66050000,66288093
2026-08-07,E50104GA2,KR350104GA25,한국전력1021,일반채권,9981.5,31.5,3.115,9965.0,3.422,9981.5,3.115,9965.0,3.422,22320000,22241912
2026-08-07,E50105GEA,KR350105GEA0,한국전력1428,일반채권,10110.0,0.8,2.699,10110.0,2.699,10110.0,2.699,10110.0,2.699,60000,60660
2026-08-07,E50107GB9,KR350107GB96,한국전력1073,일반채권,10055.7,0.0,3.679,10055.7,3.679,10055.7,3.679,10055.7,3.679,19940000,20051065
2026-08-07,E50201GAB,KR350201GAB3,서울교통공사2020-4,일반채권,9776.8,-0.3,3.472,9744.2,3.746,9776.8,3.472,9744.2,3.746,100760000,98185035
2026-08-07,E54404GB9,KR354404GB98,주택금융공사MBS2021-20(1-4)(사),일반채권,10000.0,0.0,6.392,10000.0,6.392,10000.0,6.392,10000.0,6.392,300000,300000
2026-08-07,E56101DE4,KR356101DE40,토지주택채권(용지)24-04,일반채권,10610.0,0.0,4.306,10610.0,4.306,10610.0,4.306,10610.0,4.306,250000,265250
2026-08-07,E56101DFB,KR356101DFB5,토지주택채권(용지)25-11,일반채권,9710.0,0.0,4.19,9710.0,4.19,9710.0,4.19,9710.0,4.19,1000000,971000
2026-08-07,E56101DG8,KR356101DG89,토지주택채권(용지)26-08,일반채권,9400.0,0.0,4.69,9400.0,4.69,9400.0,4.69,9400.0,4.69,3000000,2820000
2026-08-07,E56102724,KR3561027243,토지주택채권125,일반채권,10000.0,0.0,4.419,10000.0,4.419,10000.0,4.419,10000.0,4.419,100000,100000
2026-08-07,E56112722,KR3561127225,토지주택채권112,일반채권,9960.0,-40.0,4.469,9910.0,4.572,9960.0,4.469,9910.0,4.572,520000,517820
2026-08-07,E56801G6A,KR356801G6A0,울산항만공사3,일반채권,10020.0,5.0,3.433,10020.0,3.433,10020.0,3.433,10020.0,3.433,10000000,10020000
2026-08-07,E80601GE3,KR380601GE34,수산금융채권(은행)24-03이영구(신종)-14,일반채권,9977.0,-3.0,4.946,9900.0,4.985,9980.0,4.945,9900.0,4.985,43410000,43299060
2026-08-07,E80801AG3,KR380801AG36,한국수출입금융2603바-할인-184,일반채권,9965.6,2.1,3.073,9965.6,3.073,9965.6,3.073,9965.6,3.073,98270000,97931950
2026-08-07,E80807GE8,KR380807GE85,한국수출입금융2408자-이표-2,일반채권,10069.5,1.2,2.74,10069.5,2.74,10069.5,2.74,10069.5,2.74,10000,10069
2026-08-07,E81001G9A,KR381001G9A0,농금(은행)조건부(상)2019-10이10Y-갑(후),일반채권,9600.0,0.0,3.501,9600.0,3.501,9600.0,3.501,9600.0,3.501,20000,19200
2026-08-07,E81001GD7,KR381001GD70,농업금융채권(은행)2023-07이-A(신종),일반채권,10015.0,0.0,5.317,10015.0,5.317,10015.0,5.317,10015.0,5.317,9880000,9894820
2026-08-07,E81002GC4,KR381002GC47,농업금융채권(은행)2022-04이-A(신종),일반채권,10000.0,0.0,4.311,10000.0,4.311,10000.0,4.311,10000.0,4.311,20000,20000
2026-08-07,E81003GD8,KR381003GD86,농업금융채권(은행)2023-08이3Y-C,일반채권,10090.0,-9.0,45.589,11644.5,-4873.167,13090.0,-8398.777,7090.0,15636.107,499100000,548867900
2026-08-07,B000011D3,KR6000011D31,신한은행27-03-이-영구5갑(신),일반채권,9990.0,-10.0,4.634,9990.0,4.634,9990.0,4.634,9990.0,4.634,2080000,2077920
2026-08-07,B000011E4,KR6000011E48,신한은행28-04-이-영구5갑(신),일반채권,9957.0,0.0,4.21,9957.0,4.21,9957.0,4.21,9957.0,4.21,20000,19914
2026-08-07,B000012C5,KR6000012C56,신한은행26-05-이-영구5갑(신),일반채권,10000.0,0.0,4.502,10000.0,4.502,10000.0,4.502,10000.0,4.502,10000,10000
2026-08-07,B000014CA,KR6000014CA7,신한은행26-10-이-영구5갑(신),일반채권,10300.0,0.0,5.551,10300.0,5.551,10300.0,5.551,10300.0,5.551,15000000,15450000
2026-08-07,B000014F4,KR6000014F44,신한은행29-04-이-1.5-A,일반채권,9985.0,0.0,3.769,9990.0,3.528,9990.5,3.504,9985.0,3.769,20970000,20940393
2026-08-07,B000017F4,KR6000017F41,신한은행29-04-이-영구5갑(신),일반채권,9350.0,0.0,3.692,9350.0,3.692,9350.0,3.692,9350.0,3.692,20000,18700
2026-08-07,B00001AFA,KR600001AFA9,신한은행29-10-할-12M-D,일반채권,9920.1,-2.9,3.499,9922.0,3.415,9922.0,3.415,9920.1,3.499,524870000,520686239
2026-08-07,B000153E3,KR6000153E38,두산310-2,일반채권,10125.0,0.0,3.913,10125.0,3.913,10125.0,3.913,10125.0,3.913,650000,658125
2026-08-07,B000153F1,KR6000153F11,두산312-2,일반채권,10055.0,0.0,3.915,10055.0,3.915,10055.0,3.915,10055.0,3.915,150000,150825
2026-08-07,B000371C3,KR6000371C36,한화손해보험12(후),일반채권,10050.0,0.0,4.963,10050.0,4.963,10051.0,4.961,10050.0,4.963,40000000,40200500
2026-08-07,B000371C9,KR6000371C93,한화손해보험신종자본증권 14,일반채권,10120.0,-11.0,6.458,10101.0,6.473,10235.0,6.368,10100.0,6.474,110180000,111369159
2026-08-07,B000371E8,KR6000371E83,한화손해보험15(후),일반채권,9891.0,0.0,5.083,9891.0,5.083,9891.0,5.083,9891.0,5.083,100000,98910
2026-08-07,B000401A5,KR6000401A57,롯데손해보험8(후),일반채권,8945.0,-124.0,9.454,8901.5,9.603,8945.0,9.454,8900.0,9.608,12750000,11363850
2026-08-07,B000401BC,KR6000401BC4,롯데손해보험신종자본증권 3,일반채권,7950.0,-50.0,8.944,8249.0,8.592,8249.0,8.592,7950.0,8.944,59870000,47625892
2026-08-07,B000401C9,KR6000401C97,롯데손해보험9(후),일반채권,9170.0,-128.5,8.683,9160.0,8.706,9170.0,8.683,9160.0,8.706,2660000,2436700
