date,base_rate,cpi_yoy,yield_spread_10y_3y,credit_spread,policy_spread,short_rate_change,long_rate_change
2022-02-16,1.25,3.780271707028948,0.3769999999999998,0.5879999999999996,1.0750000000000002,0.28100000000000014,0.2490000000000001
2022-02-17,1.25,3.780271707028948,0.4130000000000002,0.6000000000000001,1.045,0.1469999999999998,0.14000000000000012
2022-02-18,1.25,3.780271707028948,0.4060000000000001,0.5939999999999999,1.072,0.19500000000000028,0.17500000000000027
2022-02-21,1.25,3.780271707028948,0.407,0.5859999999999999,1.113,0.29000000000000004,0.2330000000000001
2022-02-22,1.25,3.780271707028948,0.3900000000000001,0.589,1.077,0.20799999999999974,0.15900000000000025
2022-02-23,1.25,3.780271707028948,0.4049999999999998,0.5959999999999996,1.0670000000000002,0.18500000000000005,0.18199999999999994
2022-02-24,1.25,3.780271707028948,0.3980000000000001,0.6040000000000001,0.976,0.11399999999999988,0.08400000000000007
2022-02-25,1.25,3.780271707028948,0.4269999999999996,0.6099999999999999,0.9940000000000002,0.07000000000000028,0.09499999999999975
2022-02-28,1.25,3.780271707028948,0.4329999999999998,0.613,0.992,0.08599999999999985,0.10199999999999987
2022-03-02,1.25,4.183032207384119,0.4260000000000001,0.6260000000000003,0.9369999999999998,-0.03000000000000025,0.0009999999999998899
2022-03-03,1.25,4.183032207384119,0.4530000000000003,0.6400000000000001,0.9449999999999998,0.005999999999999783,0.06200000000000028
2022-03-04,1.25,4.183032207384119,0.4439999999999999,0.6339999999999999,0.964,0.05600000000000005,0.09200000000000008
2022-03-07,1.25,4.183032207384119,0.419,0.6340000000000003,1.0379999999999998,0.09399999999999986,0.08799999999999963
2022-03-08,1.25,4.183032207384119,0.435,0.6440000000000001,1.037,0.04999999999999982,0.08400000000000007
2022-03-10,1.25,4.183032207384119,0.4590000000000001,0.6659999999999999,1.017,-0.03600000000000003,-0.007000000000000117
2022-03-11,1.25,4.183032207384119,0.4450000000000003,0.665,1.005,-0.02400000000000002,0.009000000000000341
2022-03-14,1.25,4.183032207384119,0.4559999999999999,0.6640000000000001,1.033,0.019000000000000128,0.052999999999999936
2022-03-15,1.25,4.183032207384119,0.4679999999999999,0.6799999999999997,1.035,-0.05799999999999983,0.006000000000000227
2022-03-16,1.25,4.183032207384119,0.5,0.6800000000000002,1.0179999999999998,-0.07900000000000018,0.053999999999999826
